,CERCID,RESEARCHER,SITE,TREATMENT,ORDER,INGFIRST,COREL.L,INGROUP,SUM1,COREL.S,SELF,SUM2,HONEST,SEX,AGE,AGE.C,FAMILY,CHILDREN,FORMALED,HOUSEHOLD,NATLANG,MAT1,MAT1C,MAT2,MAT2C,MAT3,MAT3C,MAT4,MAT4C,MMAT,MMATc,BGLG1ST,HIGHGOD.BG,OMNI.BG,DIEPUN,DKDIEPUN,MBG,BGR1,BGR2,BGTHINK,BGPERF,BGPERFHO,BGFREQW,BGPUNISH,BGSTEAL,BGSTLIMP,BGLYING,BGLIEIMP,BGMURDER,BGMURDIMP,BGFEEL,BGSEE,BGREWARD,BGDIE,BGSTRANGER,BGOTHERRIT,BGPERFC,HIGHGOD.LG,OMNI.LG,LGDIEPUN,MLG,LGR1,LGR2,LGTHINK,LGPERF,LGPERFHO,LGFREQW,LGPUNISH,LGSTEAL,LGSTEALIMP,LGLYING,LGLIEIMP,LGMURDER,LGMURDIMP,LGFEEL,LGSEE,LGREWARD,LGDIE,LGSTRANGER,LGOTHERRIT,LGPERFC,POLEVAL,CORELEMO,INGREMO,OUTGREMO,CORELSIM,BGTHINKH,BGFREQWH,BGSTEALH,BGLYINGH,BGMURDERH,BGREWARDH,LGTHINKH,LGFREQWH,LGSTEALH,LGLYINGH,LGMURDERH,LGREWARDH,POLEVALH,CORELEMOH,INGREMOH,OUTGREMOH,EMOC,EMOI,EMOO,PARTCR1,PARTCR2,PARTDR
216,CERC216,Willard,Lovu,0,12,1,15,15,30,17,13,30,0,0,34,-3.4,2,2,12,4,2,1,-1,1,-1,1,0,1,0,1,-0.5,NA,1,1,1,0,3.67,0.33,0.33,0,1,0,1,1,3,4,3,3,3,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,wkly,Never,wkly
217,CERC217,Willard,Lovu,0,21,0,19,11,30,16,14,30,0,0,42,4.6,2,2,12,4,2,1,-1,1,0,1,-1,1,-1,1,-0.75,NA,1,1,1,0,3,0.67,0.67,0,1,0,3,1,2,3,1,3,3,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,"tue,fri",no,everyday
218,CERC218,Willard,Lovu,1,21,0,19,11,30,13,17,30,0,0,57,19.6,4,5,8,4,2,1,1,1,0,1,0,1,0,1,0.25,NA,1,1,1,0,4,1,1,0,1,0,3,1,2,4,2,4,2,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,not often,Never,daily
219,CERC219,Willard,Lovu,0,21,0,14,16,30,10,20,30,0,1,60,22.6,2,1,0,2,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,1,1,1,0,3,0.67,0.67,0,1,0,3,1,2,2,2,3,3,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,tuesdays,not any more,2 wkly
220,CERC220,Willard,Lovu,0,21,0,13,17,30,13,17,30,0,1,68,30.6,2,0,7,2,2,1,-1,1,-1,1,-1,1,-1,1,-1,NA,1,1,1,0,3,0.67,0.67,0,1,0,1,1,2,3,2,3,2,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,mon,no,everyday
221,CERC221,Willard,Lovu,1,12,1,14,16,30,16,14,30,0,0,65,27.6,5,5,0,4,2,1,-2,1,-1,0,-1,0,-1,0.5,-1.25,NA,1,1,1,0,3.33,0.33,0.33,0,1,0,3,1,3,3,2,4,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,tuesdays,b,everyday
222,CERC222,Willard,Lovu,0,12,1,16,14,30,17,13,30,0,0,46,8.6,2,2,11,4,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,4,1,1,0,1,4,3,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,never,Never,NA
223,CERC223,Willard,Lovu,1,21,0,20,10,30,18,12,30,0,1,28,-9.4,2,2,8,4,2,1,-2,1,-2,1,-2,1,-1,1,-1.75,NA,1,1,1,0,3,1,1,0,1,0,3,1,3,3,3,3,3,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,tuesdays,no,tues
224,CERC224,Willard,Lovu,1,21,0,14,16,30,12,18,30,0,1,60,22.6,2,5,8,5,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,1,1,1,0,3.33,0.67,0.67,0,1,0,2,1,2,3,2,4,2,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,tuesdays,NA,everyday
225,CERC225,Willard,Lovu,0,21,0,17,13,30,14,16,30,0,0,67,29.6,5,4,0,1,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,1,1,1,0,4,1,1,0,1,0,3,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,daily,yrly,daily
226,CERC226,Willard,Lovu,1,12,1,11,19,30,17,13,30,0,0,63,25.6,5,5,6,1,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,0.75,1,0.5,0,2.67,0.67,0.67,0,1,0,2,1,2,2,2,3,3,3,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,wkly,Never,3* a wk
227,CERC227,Willard,Lovu,0,21,0,20,10,30,20,10,30,0,1,60,22.6,5,2,7,1,2,1,-1,1,-1,1,-1,1,-1,1,-1,NA,1,1,1,0,3.67,0.67,0.67,0,1,0,3,1,2,4,2,3,2,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,tuesdays,NA,mon-fri
228,CERC228,Willard,Lovu,0,12,1,15,15,30,15,15,30,0,1,21,-16.4,1,NA,6,8,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,1,0.33,0.33,0,1,0,3,1,0,1,0,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,yrly,yrly,daily
229,CERC229,Willard,Lovu,0,21,0,14,16,30,14,16,30,0,0,50,12.6,2,2,11,3,2,1,0,1,0,1,0,1,0,1,0,NA,1,1,1,0,3.33,0.33,0.33,0,1,0,2,1,2,4,0,3,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,NA,NA,3 days
230,CERC230,Willard,Lovu,1,21,0,17,13,30,10,20,30,0,0,35,-2.4,2,1,12,3,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,0.75,1,0.5,0,3.33,0.67,0.67,0,1,0,2,1,3,4,2,2,3,4,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,every month,Never,3 days
231,CERC231,Willard,Lovu,1,12,1,15,15,30,13,17,30,0,0,42,4.6,2,2,6,4,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,1,1,1,0,4,1,1,0,1,1,3,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,4,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,Often,Never,wkly
232,CERC232,Willard,Lovu,0,21,0,17,13,30,14,16,30,0,0,48,10.6,4,2,11,4,2,1,-1,1,-1,1,-1,1,-1,1,-1,NA,1,1,1,0,4,1,1,0,1,0,3,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,Often,Never,daily
233,CERC233,Willard,Lovu,0,12,1,16,14,30,19,11,30,0,0,31,-6.4,2,4,10,6,2,1,1,1,-1,1,-1,1,-1,1,-0.5,NA,1,1,1,0,3.33,1,1,0,1,0,1,1,2,3,2,3,2,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,fri,NA,everyday
234,CERC234,Willard,Lovu,0,21,0,19,11,30,21,9,30,0,0,83,45.6,5,6,0,1,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,0.75,1,0.5,0,3,0.67,0.67,0,1,0,2,1,2,3,2,3,3,3,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,hardly,no more,4 days
235,CERC235,Willard,Lovu,1,12,1,14,16,30,13,17,30,0,0,30,-7.4,2,1,14,3,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,3.33,1,1,0,1,0,2,1,1,3,2,3,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,tuesdays,NA,"mon,tues,fri"
236,CERC236,Willard,Lovu,0,21,0,14,16,30,19,11,30,0,0,20,-17.4,1,2,11,4,1,1,-1,0,-1,0,-1,0,2,0.25,-0.25,NA,0.5,1,0,0,3,0.33,0.33,0,1,0,3,0,1,3,3,2,2,4,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,sometimes,Never,Never
237,CERC237,Willard,Lovu,1,12,1,11,19,30,11,19,30,0,0,53,15.6,4,3,12,3,2,1,-2,1,-2,1,0,1,0,1,-1,NA,0.5,1,0,0,1.33,0.67,0.67,0,1,0,1,0,0,0,0,0,2,4,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3* a wk,often,everyday
238,CERC238,Willard,Lovu,0,21,0,14,16,30,16,14,30,0,0,22,-15.4,2,1,8,5,2,1,0,0,-2,0,-2,0,-2,0.25,-1.5,NA,1,1,1,0,3.67,1,1,0,1,0,0,1,1,3,1,4,2,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,tuesdays,NA,mon/fri
239,CERC239,Willard,Lovu,0,21,0,18,12,30,11,19,30,0,0,NA,NA,2,2,NA,1,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,1,1,1,0,4,1,1,0,1,0,3,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,Often,hardly,daily
240,CERC240,Willard,Lovu,1,12,1,15,15,30,18,12,30,0,0,30,-7.4,4,2,11,5,2,1,0,1,1,1,-2,1,0,1,-0.25,NA,1,1,1,0,3.67,1,1,0,1,0,3,1,1,4,2,3,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,fri/tues,NA,1nce
241,CERC241,Willard,Lovu,0,12,1,15,15,30,19,11,30,1,1,78,40.6,2,6,0,2,2,1,-2,1,-2,1,-2,1,0,1,-1.5,NA,0.75,1,0.5,0,3,0.67,0.67,0,1,0,3,1,2,3,2,3,3,3,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,Often,Never,tues
242,CERC242,Willard,Lovu,0,12,1,18,12,30,15,15,30,0,1,49,11.6,2,2,6,3,2,1,-1,1,-1,1,-1,1,-1,1,-1,NA,1,1,1,0,3.33,0.67,0.67,1,1,1,3,1,2,3,2,3,3,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,tuesdays,NA,mon/fri
243,CERC243,Willard,Lovu,1,21,0,11,19,30,14,16,30,0,0,53,15.6,2,3,10,5,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,4,1,1,0,1,0,3,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,wkly,Never,daily
244,CERC244,Willard,Lovu,1,12,1,11,19,30,16,14,30,1,0,19,-18.4,1,0,12,4,2,1,-2,1,-2,1,-1,1,-1,1,-1.5,NA,0.75,1,0.5,0,3.67,1,1,0,1,0,1,1,3,4,3,3,3,4,1,1,3,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,1nce a wk,1nce,4 days
245,CERC245,Willard,Lovu,0,21,0,20,10,30,10,20,30,0,1,33,-4.4,1,0,12,3,2,1,-2,1,0,1,-2,1,-2,1,-1.5,NA,1,1,1,0,3.67,0,0,0,1,0,1,1,2,3,2,4,3,4,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,NA,yrly,NA
246,CERC246,Willard,Lovu,1,21,0,10,20,30,15,15,30,0,0,42,4.6,2,2,8,4,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,1,1,1,0,1,1,1,0,1,0,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,daily,Never,daily
247,CERC247,Willard,Lovu,1,21,0,15,15,30,15,15,30,0,0,55,17.6,4,2,7,3,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,4,1,1,0,1,0,3,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,yrly,Never,wkly
248,CERC248,Willard,Lovu,0,12,1,18,12,30,14,16,30,0,0,20,-17.4,1,NA,12,3,2,1,-1,1,-1,1,-2,1,-1,1,-1.25,NA,1,1,1,0,3,1,1,0,1,0,3,1,2,3,2,3,3,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,fri,NA,"mon,tues,fri"
249,CERC249,Willard,Lovu,0,12,1,18,12,30,14,16,30,0,0,50,12.6,2,2,10,4,2,1,-2,1,-2,1,-2,1,0,1,-1.5,NA,0.75,1,0.5,0,3.33,0.67,0.67,0,1,0,1,1,2,3,1,3,3,4,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,wkly,Never,3 days
250,CERC250,Willard,Lovu,0,21,0,14,16,30,13,17,30,0,0,45,7.6,2,3,8,5,2,1,-1,1,0,1,-1,1,-1,1,-0.75,NA,1,1,1,0,3.33,1,1,0,1,0,1,1,2,3,3,3,3,4,1,1,3,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,tuesdays,no,tues
251,CERC251,Willard,Lovu,1,12,1,15,15,30,15,15,30,1,0,60,22.6,2,3,6,2,2,1,-1,1,-1,1,-1,1,0,1,-0.75,NA,0.75,1,0.5,0,3.33,0.67,0.67,0,1,0,1,1,2,3,2,3,3,4,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,Often,Never,2* a wk
252,CERC252,Willard,Lovu,1,12,1,15,15,30,15,15,30,0,0,36,-1.4,2,1,12,3,1,0,2,0,2,0,2,0,2,0,2,NA,1,1,1,0,2.33,1,1,0,1,0,0,1,3,2,1,2,2,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1 day,None,1 day
253,CERC253,Willard,Lovu,0,21,0,11,19,30,16,14,30,0,1,22,-15.4,2,1,11,3,2,1,-1,1,-2,1,-2,1,-2,1,-1.75,NA,1,1,1,0,3.33,1,1,0,1,0,1,1,1,3,2,3,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,tuesdays,NA,tues
254,CERC254,Willard,Lovu,1,12,1,7,23,30,19,11,30,0,0,27,-10.4,2,2,10,6,2,1,-2,1,-2,1,-2,1,0,1,-1.5,NA,0.5,0.5,0.5,0,2.67,0.33,0.33,0,1,0,1,1,2,2,2,2,3,4,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,always,NA,2 days
255,CERC255,Willard,Lovu,0,21,0,13,17,30,16,14,30,0,1,55,17.6,2,1,12,3,NA,1,-1,1,-2,1,-2,1,-2,1,-1.75,NA,1,1,1,0,3.67,0.33,0.33,0,1,0,3,1,2,4,3,3,3,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,everyday
256,CERC256,Willard,Lovu,1,21,0,13,17,30,18,12,30,0,0,42,4.6,5,3,11,4,2,1,-2,1,-1,1,-1,1,0,1,-1,NA,0.75,1,0.5,0,3.33,0.67,0.67,0,1,0,2,1,2,3,2,3,3,4,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,not often,NA,fri
257,CERC257,Willard,Lovu,0,12,1,14,16,30,11,19,30,0,0,74,36.6,2,6,7,2,1,1,0,1,0,1,2,1,-1,1,0.25,NA,1,1,1,0,2.33,0.67,0.67,0,1,0,3,1,3,1,3,3,3,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,NA,NA
258,CERC258,Willard,Lovu,1,12,1,16,14,30,15,15,30,0,0,58,20.6,2,2,8,5,1,1,-2,0,-2,1,-2,1,-2,0.75,-2,NA,1,1,1,0,3,1,1,0,1,0,3,1,3,3,3,3,3,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,2,1,everyday
259,CERC259,Willard,Lovu,1,12,1,14,16,30,21,9,30,0,0,47,9.6,2,1,10,5,2,1,-1,1,0,1,-1,1,-1,1,-0.75,NA,1,1,1,0,3,1,1,0,1,0,0,1,2,3,1,3,3,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,mon/fri,NA,tues
260,CERC260,Willard,Lovu,1,12,1,18,12,30,15,15,30,0,0,48,10.6,2,1,10,3,2,1,-1,1,-1,1,-2,1,-2,1,-1.5,NA,1,1,1,0,3.67,0.67,0.67,0,1,0,2,1,2,3,2,4,2,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,tuesdays,8,fri
261,CERC261,Willard,Lovu,0,12,1,14,16,30,11,19,30,1,1,60,22.6,2,1,5,2,2,1,-1,1,-1,1,0,1,0,1,-0.5,NA,1,1,1,0,2.67,0.67,0.67,0,1,0,1,1,1,2,2,2,3,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,tuesdays,Never,2 days
